	text	class
16024	зачем огни ти зажигаеш если не сможеш погасить зачем мне сердце розбиваеш если не думаеш любить      	0
16025	   но потом я начала подпевать и он запрятался 	0
16026	  я  к сожалению  пас    сдача проекта на самом что ни на есть носу     	0
16027	смотрю концерт маршалла и понимаю что а может я так и не попаду на его концерт     	0
16028	   блиин  ну чтоб еще такого сделать чоб привлечь его внимание      	0
16029	 а теперь не хоочуу     	0
16030	только что столько интересного про себя узнала              	1
16031	   бесстыжие весы  	1
16032	ваай         какая штука     	1
16033	 у меня даже  летний брат знает o o	0
16034	   до завтра выучить все  что учили пол года  	0
16035	успела и на квне  дпи поддержать  и на  оторвальд сходить  еще бы успеть курсач доделать  вообще цены… 	1
16036	немецкий    ну почему ты такой тяжелый          	0
16037	 пхаахаахахахахаха я подавился  сука  dd	1
16038	 хам хочет как обычно кинуть весь народ  хочет показать свою   силу      ему нужны не люди  а рабы для их заводов  не более     євромайдан	0
16039	ну ахуенно  я знала что все так получится     	0
16040	 оо ахахах я все пропустила   как прошло   ахах	0
16041	  сто про её гоблинок аххаха	1
16042	      не  не бред  тебя еще попросят прийти в       утра и принести каплю кошачьей блевотины  и только потом отправят на узи     	1
16043	а вы хотите в детство на улице снег метель а вас закутают в куртку и везут на саночках    с полными пакетами мандаринок и конфет на коленях 	1
16044	мне уже где равно  вместе помирать веселее с песней    	1
16045	  что то страшное снова  мои соболезнования семьям погибших 	0
16046	  азазаз  а я ел колбаску и картошку d	1
16047	   почитал я его твиттер  он вообще домохозяйкой заделался  d	1
16048	  бибигульчик  ты которых знаешь      	1
16049	уоо какой милый человек как ребёночек хорошо что подружились	1
16050	 выпила все вино  хочу еще  	0
16051	    не хочет она меня бл ть искать  	1
16052	     самый тяжёлый день  это  четверг    	0
16053	решила пересмотреть заново все сезоны   топ модель по американски    не отрываясь  	1
16054	   вчера написал заявление на отпуск  в сентябре пойду на три недели   	1
16055	за каникулы изменится конкретно надо  ващее капец надо   	0
16056	  добрые коллеги   а вот и не буду  	1
16057	дома чудеесно  семья и друзья   что еще надо для счастья   	1
16058	  почему ты нам в падике не пизданул  чтобы мы остались      	0
16059	так  я засиделся  пора спать  придерживаемся плана захвата мира 	1
16060	уж лучше бы сразу сказал что не будет со мной  чем страдать от этой неопределённости 	0
16061	 мм  какая знакомая елочка  где я ее могла видеть   	1
16062	 владивосток сегодня  опять упала елка   	1
16063	  а чем тебе    не перис    	1
16064	школа наша короче  упоротая в хламину  d 	1
16065	сегодня в раздевалке зала  какая то девушка кудрявая стояла перед зеркалом и материлась в слух    телефона у нее не было  сумасшедшая видать	1
16066	 еехехех мне искать просто лень  но ночи пожелаю в лучше виде 	1
16067	    у меня из окна небо чистое без намеков на сс  	0
16068	надо начинать на слух записывать пиано каверы  там таки штуки крутые попадаются  а нот нет 	0
16069	зато у меня наконец есть классная акварель  спасибо     продавец трушный  d	1
16070	        к новогоднему настроению	0
16071	 главное барсик белый похожий на герб татарстана и был талисманом универсиады      г   проверенный талисман   	1
16072	хайолимдан кетмаяпди   кеча бор бугун эса йук   	0
16073	   странная вещь с chromium на компе  когда захожу на роутер приходится   раза вводить логин и пароль   в других браузерах в	0
16074	целеустремленный человек находит средства  а когда не может найти  создает их     уильям эллери ченнинг             г г 	0
16075	   дали квиток о зарплате  вполне себе ничего    	1
16076	 не поверишь  меня сегодня та   бешеная сова     раза настигла    устроила обнимашки и хотела среди улицы устроить уроки по вальсу 	1
16077	в понедельник в школу   боже  как неохото 	0
16078	давайте покажу  о чем я говорил       team follow back	1
16079	хмм    скайп гээд жүүсий чэн хөөрхийм бээн  дажгүүм бээн гээл уугаадэдэг бсан чэн  хог байсийм бжээ   	0
16080	мои прогулки на улицу происходят так  я открываю окно высовываю голову    дышу  воздухом   закрываю окно  всё я прогулялась    	1
16081	зачем заряжать и не стрелять        	0
16082	ну вот  из за хоккея фигурное катание не показали нормально 	0
16083	вот и переехала    вещей набрала немерено  хорошо  что встретила владу с сашей  которые помогли донести over      сумок в дом  d	1
16084	так сладко спала  а тут телефонный звонок от не пойми кого   ошиблисьномером	0
16085	   как хорошо иметь собственную студию  написал трек  быстренько записал  и сидишь случаешь весь вечер 	1
16086	как я не люблю гостей  gt   lt  особенно с ночевкой    я сама еле двигаюсь  а ещё и за ними ухаживай улыбайся всем   в детстве все не так было   	0
16087	 а  всегда по фрейду шутит    я уже привыкла 	1
16088	однако надо отрывать ленивую попу от дивана и идти строить одноранговые сети       	0
16089	 ахахах а у меня высока скоростной wifi  спасибо диме   	1
16090	   добавь еще       и купи вот этот цифровой зеркальный фотоаппарат pentax k  d   он классом	0
16091	хочу обратно в шестой класс решать линейные уравнения        	0
16092	 так как я скажу  мне тут дед мороз шепнул ш ты меня на нг хотела позвать  ахха 	1
16093	никита  безумно за тебя болела  жаль что вылетел   	0
16094	 бесчувственный мудак  человеку же плохо  	0
16095	и блин безголосая снегурка    я вот тоже петь не умею   и не пою ведь 	0
16096	 ахах  так вот и буду отписывать критику d	1
16097	усиленно сжираю все вкусности в доме  потому что завтра на диету сук 	0
16098	 а какой был первый  я утром высказала белкину про два стула  и выяснилось  что это он их форсил и продолжает  	0
16099	не могу больше жрать не лезет а бабушка заставляет  	0
16100	     спасибо большое  очень приятно  люблю    	1
16101	мой мозг попрощался со мной и ушёл после того как я   часов делала численные методы       	0
16102	почему тяжесть жизни не качает пресс      было бы неплохо  	1
16103	очень завидую людям  которые сейчас спят  что то у меня сломалось в мозгу    починится с утра  когда надо будет вставать   	1
16104	я смотрю сюда   и понимаю  что приватбанк   это еще не худшее зло    	1
16105	я вот планирую дожить до     лет  а кто то никогда не доживёт до             	0
16106	красотищща   пейзаж  чмз  челябинск  закат 	1
16107	дорогой и уважаемый алексей александрович я в вас очень огорчилась 	0
16108	училка математики сказала  что перед новым годом завалит нас самостоялками    	0
16109	хотя есть один минус ты ничего не чувствуешь 	0
16110	   я разбил пять машин и мне ничего за это не будет  d	1
16111	 рвал связки в том же самом месте на той же самой ноге 	0
16112	раньше глупая была  мечтала  что после    сделаю губы  изменю разрез глаз   вот же тупица была     а сейчас смотрю на себя  не налюбуюсь    	1
16113	 помню его но не помню как его зовут точнее не уверена  что правильно помню    	1
16114	нет  ну у меня просто великопнейшая диета  печеньки вафельки мандаринки  	1
16115	ну  умудрилась  блин заболела накануне дне рождения    	0
16116	я не сказала ему  что это ты        ff  follow	0
16117	 привет  я тока прочитала  нужны фото      	1
16118	есле ранетки такая хуевая група то хуевую группу в ранетка в саундтрек бы не взяли  м     	1
16119	   это было быстро просто и понятно ахазахах  mtvstars justin bieber	0
16120	скажу одно точно   столько сколько выдержит этот гриф  не выдержат эти стойки   	1
16121	ну и мне  как любителю скорости  подарок  чудесный пес  назвала луи	1
16122	не знаю чего    но хотелось чего то большего от этого дня    	0
16123	    уроки пытаюсь начать делать  d а ты 	1
16124	я только недавно хотела зимы теперь хочу лета а у лета я буду просить зимы               	1
16125	надо макросы на vba дописать  комп протестить и бух  учет поучить  а хочется спать и ничег больше     	0
16126	потолок супер    с розетками  	1
16127	     привет  	1
16128	пугает мысль  что скоро экзамены  хочеться праздновать  а не учить философию   	0
16129	сегодня провели с жаной эксперимент   легли спать вчера  все равно не выспались  но все таки уже получше   	1
16130	   алёна утром прям настроение подняла   	1
16131	объявление в маршрутке  коротко и доходчиво     улыбнуло 	1
16132	   поедем завтра песни записывать  может  что скинем    	1
16133	    яахнав хөөрхийг  жаахан марзан л болохоос ямар архи уу гэж уриалаад байдаг хүн биш дээ        	1
16134	   джерард чот такая чикуля  d  рэй  рэй  рэй          	1
16135	ну да  от сонника фрейда я и не ожидала другой интерпретации вагона   	0
16136	хочу в школу  очень  нафига мне надо был этот колледж 	0
16137	любой парень   не парень  когда папочка с цветами будит утром и поздравляет с др  	1
16138	 неужели    пока ты не написала  я даже и не думала об этом  	1
16139	   всем спасибо за поздравления  сегодня рабочий день по расписанию  вдвойне приятно  	1
16140	 ну на самом деле да  но блин он няшка  глазки такие  ихихи и не дряблый вроде  мне главное шоб обаятельный	1
16141	не  ну бля  ну что за нах   какого черта в одиночестве два дня в школе сидеть    даже улыбнуться некому  	0
16142	 в казани бывает намного холоднее чем у нас 	1
16143	 надо тебя выцепить  хочу послушать про поездку 	1
16144	"спасибо ребят 
подняли настроение "	1
16145	я тебя люблю папочка   соскучилась очень    	0
16146	 более того  я об остальных авторах даже не слышал 	0
16147	с днем рождения  драгоценный мужчина   happy birthday ian from russia с любовью  	1
16148	хочу на тренировку   чтобы опять поваляться в снегу  	1
16149	   бгг    “   тогда уж так      российский футбол    ”	1
16150	если вы хотите спросить по сербски   что это     говорите   што је то      	1
16151	    кг вот в этих коробках  это на самом деле газировка    эти сиропы разбавляют с газ водой и получается газировка 	0
16152	 аа ита гарриенд а думал гаррилэнд  d фуух	1
16153	впервые в этом семестре сегодня нужно было идти к первой паре  это ад  	1
16154	записали сегодня с   песню   я маленькая лошадка   виртуальным трио дуэтом  с косяками  но весело  завтра выложу в жуйк   	1
16155	зачем ты существуешь на этой планете     что бы жить  	1
16156	смотрим сверхъестественное   часа  а люцифер уже востоёт 	0
16157	иногда становится так грустно  	0
16158	   не класс  а зборище самых тупых людей в школе   	0
16159	у нас утром было ничего  более менее  солнечно  а вот к вечеру начался дождь  стало сыро  как тут обычно и бывает     	1
16160	сижу вот туплю  для класса половина стилей применяется  а половина   нет  и вот в чем хрень   не втираю   	0
16161	 аха вот полностью согласна про дом    	1
16162	решаем проблему приема i phone   с помощью скотча  d	1
16163	  наверное я просто не там где надо ожидаю вашу скорость   	1
16164	новые песенки   на ситории в одном наушнике  были бесподобны  	1
16165	мою сестру пугают что выгонят из универа  ох уж эти гены 	1
16166	   если хочешь остаться останься с ночевой 	1
16167	 у меня есть  я его не люблю  	0
16168	если сегодня не видимся  то встретимся     хотя  не     	0
16169	боже  как я оказывается соскучилась по музыкальным каналам    	0
16170	 о  нет  я предпочитаю без сюрпризов  близкие тоже  	1
16171	  ты там на сбои в твиттере поправку делай  он сам иногда отписывается  я постоянно проверяю  и то ошибки бывают  	1
16172	 ну а кто согласится встречаться с бухающим    	0
16173	 ну я тупак  нельзя же в тви по смс передавать фото  ахах	1
16174	   твиттер сломался на афигенных шутках коммисаренко  ссори 	0
16175	наче нічого і не роблю  а часу не вистачає  	0
16176	и все же безумно приятно когда старые друзья и те с кем давно не общаюсь возвращаются вновь общаюсь с еще большем желанием с ними  	1
16177	пересаживаться с места на место в автобусе в поисках теплой печки   да это я зимой  lt 	1
16178	проспала весь вечер и опять бегу в объятия постели 	1
16179	   надеюсь марина снимет всё на видео  а потом покажет мне и юле  мы очень хотим на это посмотреть  хахаха	1
16180	 ну я своей на завтра подарок любовный  уже купила  в субботу к себе домой пригласила  так что у меня дела двигаются 	1
16181	 это обычные сны перед сдачей пдд  у тебя хоть газель была у меня вообще ржавая копейка с дырками в крыше   	1
16182	  идэх юм чамд улдэхгуй ээ  амжилт  хэцуу ажил бдаг юм билээ  бугдэд таалагдах баяр болгох гдг    	1
16183	    ну ты вопще     вопще прям	0
16184	   кто желает помочь переводами новостей и других разделов для сайта  мы скоро планируем русскую версию    	1
16185	то ли ноут вредит  то ли инет      такое черепашество тт тт	0
16186	 я на тебя не обижаюсь  ты же мне на мак зарабатываешь    	1
16187	запарафинили сноуборды  завтра катать   мне дали очь крутой сетап burton   над аккуратно с ним    а потом и прикупить себе комплект 	1
16188	   феличитаа  ёжик резиновый с писькой малиновой феличита  маама научила 	1
16189	 ахах поздравляяшки d твой коварный план выполнен 	1
16190	 россия  московская область  г егорьевск    микр н  д     кв     лежнева мария анатольевна    индекс       	1
16191	 в смысле раньше  не любила      	0
16192	   развею миф о юристах для тех кто убежден в обратном мы не учим кодексы и законы наизусть  	1
16193	 мы влюбляемся в того человека    кто признался нам в любви  и потом сидим с разбитым сердцем  	0
16194	надо еще придумать список тех  кому подарки новогодние дарить  	0
16195	не пошла в школу у меня собака умирает    	0
16196	   глупый вопрос 	0
16197	 да вроде и рано но блиин  так тяжело сдержаться 	1
16198	   доброе утро   мой милый джуйк и иже с ним приходящиеся  	1
16199	   просто знать  что у него все хорошо  хоть он и далеко от меня это радость  	1
16200	у фобов был концерт в москве  твою мать  и почему я не знала  	0
16201	опять урок по скрипке на пятницу перенесли   	0
16202	   мхх жаль что мне не кому так говорить    	0
16203	сон  самое лучшее средство хорошовыглядения        	1
16204	сижу за компом и ем пирожено  еще завтра один беззаботный день и снова школа вобще чуть чуть  скучаю они меня бесят иногда но с ними весело 	1
16205	планую назбирати гроші на фотоапарат  дуже хочуу дуже дуже ви собі не уявляєте як же я хочуу	1
16206	     ты обоссышься  от смеха  dd	1
16207	сегодня контрольная по физике и математике     	0
16208	выгнать с урока за то что сбила машина более смешного я давно не слышала 	1
16209	    финеса и ферба смотрю хаха   	1
16210	посылая женщину на хер  знайте  что хер может оказаться с деньгами  квартирой и колёсами        	1
16211	голова болит  не могу из за этого уснуть 	0
16212	    сама еблан  я просто злой  когда злой  	0
16213	 вы че нарядны то такте были сегодня   	1
16214	какие справки    простите   вы мне   да и обиделись еще   ну збс чо   	0
16215	отвратительно общаться с двуличными людьми   цените тех  кто всегда остается с вами 	1
16216	все посыпалось комуто радостно мне неочень одна сильная причина выплыла которую кое кто не может ее решит настроение у меня теперь нелутшое 	0
16217	 студия мобильной разработки тоже вполне себе ит  	1
16218	  она была моим куратором  хороший человек и отличный педагог  очень жаль   	0
16219	  умные люди не начинают делать это публично  примером послужить не может никто  из вас   	1
16220	самый простой способ стать счастливым  думать  что ты самый счастливый человек на земле     	1
16221	даже у кота есть триада   	0
16222	 наташа  дай рецепт капкейков  я вчера какие то сделала и отправила в мусорку  	0
16223	 даа  сказать что я охринела ничего не сказать 	1
16224	 если бы  я просто пиздию из групп   	0
16225	 но я б все равно сделала                                       	1
16226	  ты прав любите такими какие мы есть    	1
16227	 так себе  у самой спина болит поясницу тянет вчера ехала домой   часа все время стоя домой пришла поясницы не чувствовала   	0
16228	   удалить    нужно срочно удалить человек     из жж    как это сделать никого не обидев   	0
16229	ничего не успеваю писать  режим   унылый твиттер   из он   	0
16230	   ололо  в вмварь ставится снежный барс   	1
16231	  так что ваше гиа  вообще фигня 	0
16232	ребята помогите   надо уехать из шерегеша в субботу   декабря    подкиньте кто нибудь а           	1
16233	обмен лайками с  ахахха у меня фоток меньше  d	1
16234	 кого это мы так ахахахахаха люблю таких людей узнать бы кто это и ходить улыбаться им  они вообще взрываться будут	1
16235	поехала гулять забыла паспорт    мне сигареты не продают  	0
16236	шановні  проголосуйте  будь ласка     	1
16237	 а я до сих пор вспоминаю тихие зимние вечера мяу  когда в харю задувает   	0
16238	 followback смотрю    крошку из бэверли хилз     собачушки милые     более читаемые	1
16239	купила платье  а теперь расстроилась  нахуй я его купила  	0
16240	 ахаха  просто ты так это сказала  что получилось ладно  но только отстань  	1
16241	нужно сделать        заданий по матану на завтра  а я умираю  спаси меня  супермен   	0
16242	  ты ей сама несколько раз об этом в тви напоминала  	1
16243	разговариваем о евросоюзе и венеции кто знал  что я когда то с михой буду это обсуждать  	1
16244	шедееврр   просто нет слов  	1
16245	этот зуб меня доконал   но к зубному я боюсь   	0
16246	        лучше геи на параде  чем пидрилы в самой раде  d	1
16247	из за того что камилла перестала со мной общаться   все перестали со мной общаться   пздц	0
16248	  маам  где эта белая хрень   на верёвке висит… вот кто ещё кроме неё понимает меня   	1
16249	   решила повторить на завтра лекции по русскому языку  ничего не могу понять с тут только наше творчество с антоном    htt…	1
16250	чтобы не опоздать  предложения надо делать до ужина  	1
16251	   настоящая зима  даже настроение поднялось  самое время для прогулок	1
16252	 он что уже есть в инетике  главное чтоб папа не узнал и не заставил включать его    	0
16253	только больная мамашка радуется детским какахам     	1
16254	 эх  как жаль что минус на мобиле  	0
16255	не я вру dс тем самым я буду забывать всейх особенно гришу но пока нет	1
16256	   все делишки сделаны    	1
16257	правда есть одна проблема   мне нужен человек  с которым я бы могла говорить по английски чтобы практиковать восприятие на слух  	0
16258	как же я хочу к маме      кто бы только знал      прям до слёз    мамочка хочу к тебе                    	0
16259	родная   коммуналка    я так скучаю по вам   	0
16260	 меня пугает то что фандом разделился на две части   это плохо	0
16261	   вот и конец   нафигтакжить 	0
16262	сижу и плаачу  а все почему  праавильно   потому что сука луук режу   	0
16263	    довольно таки не плохо умница  	1
16264	   нова пошта выпустили приложение для wp    	1
16265	дюкова сидит читает книгу на английском языке при этом переводит её мне вслух на русский  в общем сижу слушаю книгу	1
16266	разбудил     у неё приятный голос  даже когда простуженный     сервис тви будильника становится популярным	1
16267	как настроение    замечательное   	1
16268	уф ждем результатов  переволновалась даже не помню как рассказала этот стих  адреналин d	1
16269	 чую чую и качую дым пускаю и кайфую d © mr credo	1
16270	люблю своїх падруг за легку придуркуватість    	1
16271	  и он еще что то там пишет о нравственности   урод  так обидно за миронова…почему про него какие то мерзости пишут   	0
16272	 готово  завтра принесу    	1
16273	не верьте убунте она вам плохо с дисками сделает     не умеет она преобразовывать  теперь вот около двух террабайт чистог	0
16274	доброе утро  не хочу на пары  найти бы себе работку   	1
16275	наши переписки с    нормальная для нас история  d люблю эту чувиху  lt   	1
16276	в который раз убеждаюсь что fstat намного надёжней всяких там lstat и stat    	1
16277	на каникулы возможно останусь в киеве  я в печали  	0
16278	любимая уехала    не написать  не позвонить    печааль       	0
16279	я охуела просто когда увидела   ну что ж получается реально зря звонила столько дней    печально что всё так   	0
16280	санхүүчдийн баярын мэнд хүргэе   энэ бялууг их хөөрхөн хийжээ     	1
16281	печально второй  хоббит  мне не понравился  	0
16282	 ты прав конечно но я хочу понять тем более что украина мне не чужая  	1
16283	 понимаю    теперь и у меня так    ноут полетел   теперь буду плакать т т	0
16284	всё навалилось в один момент  и некому прийти на помощь   и сама себе помочь не могу болею     когда это кончится  	0
16285	  да  не очень понятно  кто кого делает   	1
16286	   вот так послушал армстронга и в фолаут захотелось поиграть  	0
16287	даже не знаю что делать чтобы настроение появилось    	0
16288	 я пою вместе с ними смеюсь и все такое это так круто это настолько круто аж изнутри рвется   спасибо  то подсказала 	1
16289	давыдова знает чем подкупить меня   	0
16290	 сертификаты от вас были еще    ноября 	1
16291	 это зажор    надо брать себя в руки   	0
16292	 это всё проклятый польский самогон и кокаин  	0
16293	поехать кататься на автобусе пропустить свою остановку и выйти ночью на баме можем только мы с коржуней   классно погуляли love you♥	1
16294	 я всегда с вами тока блять занят пизец   	0
16295	   отличный вечер   ван лав котам    	1
16296	 а знаишь  как я блевал  когда лежал в больнице и все  кроме меня  слушали русский блять рэп и включали его без наушников x  	0
16297	    да я ботинки купил азазахазах   	1
16298	  а я пилю портал  нет  все не так уж и плохо  только голодно   и вообще  юль  не смей думать о работе 	1
16299	 да дело не в парикмахере  а в работе  нужно будет сначала устроиться  а потом уже получать добро от начальства 	0
16300	пересобрал conky cli   всё заработало o o  шаманизм  блин…	0
16301	я всегда буду секретом ну а ты останешься моей тайной    лал       дыа дыа   	1
16302	котя знакомится с карпами  все лапы по локоть замочил     кот  карпы  рыба  тазик  ванна  котирыба 	1
16303	закрыла последнюю н ку по физ ре     правда  после этого еще минут    лежала на мате  не могла встать  еще и мышцу перед этим потянула  	1
16304	только русский человек на вопрос   что делаешь    может ответить     только пришел    d  follow	1
16305	мне кажется у тебя уже нет той искры что была раньше 	0
16306	катодная модуляция   забавная вещь  усилители горят на раз   	0
16307	 рад        ага все замечательно  вчера фотки делал 	1
16308	   вместо самары  будет работа    но думаю будет крутая ночь	0
16309	 у меня тоже не открывается  даже узнать пинг не могу 	0
16310	 сайн болосруулмаар л байна шд      арьсаа	1
16311	 раз я хотела раздружиться с вами угадайте почему а мат финск я знаю без учебников но никогда не говорю язык не артикулирует	1
16312	 нифига  далеко ехать  спорт ближе к работе  чем к дому  малыш    	0
16313	   окай  	0
16314	 ахахах  блиин  я тоже ревела     бабы  такие бабы  	1
16315	сообщение с популярным тегом  мне таки на нах пофиг   	1
16316	настроение хорошее только мурыындаа уходиит 	0
16317	почему в дубках так хреново интернет ловит  	0
16318	 у меня точно не получится повзрослеть   	1
16319	   так странно понимать  что у кати есть теперь телефон  d	1
16320	смотрю на свои прошлогодние фотографии и думаю что наверно мне надо все таки выстричь челку  	1
16321	мой вчерашний вывод  дежурить в младшей раздевалке намного круче  чем во взрослой    	1
16322	сегодня целый день хожу и думаю  кто такой жопатрах   	1
16323	 прости  просто наше веселье заключалось в том  что мы поздравляли мужиков   	0
16324	не судьба  каждый раз я обещаю лечь себе пораньше  так много лжи себе    	0
16325	бляя   но вот почему то все выйдя из класса прутся толпой фиг знает куда и попадают в тот	1
16326	и надо же ведь было случиться такому что зачеты назначили по самым не любимым и трудным для меня урокам  	0
16327	 понятно там макеты ленты полимеров правда всю линейку если она реальна и чистые объемы после  упрощенного  долго отмывать 	0
16328	 чуваак  не расстраивайся  вот тебе цветочки  	1
16329	 как раз это норма человек который много думает пытается заглушить свои думы ужасным образом жизни как онегину  всё было скучно	1
16330	в общем  герои игрового дня   азар и хауген    а джефа очень не хватать будет   практически из за ег рвения я стал ходить на хоккей   	0
16331	как же хреново то без работы работа найди меня я уже задолбалась тебя искать   	0
16332	 спешу тебя огорчить  если ты про скейтерский секс в клетке  это было  х    а  х   была серия джулиет центрик после хиатуса    	1
16333	сегодня не увидимся с родным  не сможет придти 	0
16334	я понимаю что рано но мне похер она офигеенна   	1
16335	 горячий чай в этот пасмурный осенний день великолепен а я грущу  	0
16336	накупила кучу вещей и наконец то еду домой  не была там почти неделю  достала кирилла  но неделя каникул прошла офигенно	0
16337	   жд горит  	1
16338	   вышел свежий альбом маркуса фюредера aka parov stelar  конфетка в стиле давунтемпового джазо свинга     скачать можно тут	1
16339	 там может быть что то интерестное  ахах а важного  	1
16340	ооо сегодня же вроде   месяцев как я в тви  d 	1
16341	киньте мне деньги на счёт плизки                                                  	0
16342	        спасибочки  что читаете меня      люблю     	1
16343	   буря опять оставила меня на произвол белорусского 	0
16344	а мужчины все благодарят своих жен и признаются им в любви  не стесняясь  а гордясь этим   наше общество совсем другое    	0
16345	что может быть с компом если он после нажатия кнопки включения включается на секунду и тут же выключается    мат плата zo	0
16346	 автобусам тоже грустно в одиночестве ездить  ну чо ты  	1
16347	 эхх    мне это еще все предстоит   	0
16348	   вспомнилось    никому  ничего    	1
16349	   если   не сдаст зачет в  субботу  мы  с  очень расстроимся   	0
16350	windows   rc  доступен для скачивания все желающим  ели токавые еще есть   	1
16351	xятад иргэдтэй ямар гадаадын ямар улс орны иргэд гэр бүл болж байгааг харуулсан судалгаанд монгол болон өвөр монгол багтжээ   	0
16352	да у меня какая то вечная роль любовницы  я не создана для отношений  увы  но так даже лучше  так интересней  а то мне бы всё быстро надоело	1
16353	        еду к вам с винницы  везу теплые стельки  перчатки и рукавички    надо    ждем  спасиб…	1
16354	   я часто проматываю ленту  но твиты  всегда читаю  	1
16355	главное не забыть  что на концерт нужно      моя сладенькая будет выступать 	1
16356	   если пойдём встречать гостей то мы будем там меньше всех и пожрём и по домам так что збс d	1
16357	бля давно не тренировалась   мышцы практически пропали и заплыли жиром печаль	0
16358	херово как то    лучше бы не кушала бутер	0
16359	 держи валыну  ты знаешь что с ней делать в таких случаях    	1
16360	уже несколько дней забываю кинуть денег на телефон  только сейчас вспомнил  когда хотел в whatsapp зайти   	0
16361	грущу от того  что говорю на английском с американским акцентом  	0
16362	 еще забавно как морды в зале понимающе кивают высказываниям  	1
16363	по сравнению с ними я будто в   классе  лол  обида такая 	0
16364	   хотя исторически правильно желто синий  	1
16365	    улыбайся   завтра будет хуже  	1
16366	что за бред с именами в вк если я не хочу свою гадкую фамилию и имя какого черта нельзя менять бред   	0
